recordtime,A3outsiders_windiv,jockeychallenge_combo_div,winoddsrank,dbltrio3_combo_div,railtype_s,racesurface_s,owner,dbl2_combo_div,raceclass,newclass_s,dbltrio2_combo_div,jockey_id,trio_combo_div,horse_id,horsenumber,racecoursecode,race_id,theresults,dbl5_combo_div,racepace,dbl4_combo_div,win_combo_div,tce_combo_div,racegoing_s,market_prob,recordtimeperlength,dbl9_combo_div,favpos,dbl3_combo_div,horsereport,A1topfavs_windiv,trainercode,dbl8_combo_div,dbltrio1_combo_div,winodds,race_total_prob,qn_combo_div,finishtime,horsecode,winningtrainercode,runnerslist,metaspeedrank,place_combo_div,runningpositions,racedate,racesurface,jockeycode,marginsbehindleader,racegoing,dbl10_combo_div,winoddsranks,winningjockeycode,sec_timelist,racenumber,dbl6_combo_div,qtt_combo_div,dbl1_combo_div,sixup_combo_div,tripletrio_combo_div,norunners,dbl7_combo_div,qnp_combo_div,tripletriocons_combo_div,racetrainers,f4_combo_div,A2midpricers_windiv,racerating_s,raceday_id,racedistance,stdtime,favodds,place,winningsecs,horsespeedrating
68.46,,,9,,,,,,Class 5,,,,"1,2,7,1,011.00",,12,ST,,1-2-3-4,,1.01,,"1,133.00","1,7,2,5,885.00",,,0.01738884,,6,,"HAPPY HOMING was steadied and shifted across behind runners in the early stagesThroughout the race, JET SET DRAGON and HAPPY HOMING travelled wide and without cover",,,,,23.0,0.0,"1,7,297.00",72.43,N182,GR,,,"1,37.50","10,12,12",20160117,ALL WEATHER TRACK,DSS,"[5.0, 8.0, 12.75, None, None, None]",WS,,,CAN,"[24.51, 23.29, 24.63, None, None, None]",2,,"1,7,2,3,20,530.00","4/1,2,529.00",,,,,"1,7,104.00",,"Counter({u'LAL': 1, u'MA': 1, u'GR': 1, u'CCW': 1, u'MKL': 1, u'HAD': 1, u'CD': 1, u'NTK': 1, u'FC': 1, u'WS': 1, u'HL': 1, u'LKW': 1})","1,2,3,7,615.00",[133.0],,,1200,69.4,3.3,12,"[23.71, 22.81, 23.89]",945.0
68.83,,,1,,,,,"1/10,459.00",Class 4,,,,"4,10,12,96.00",,1,ST,,1-2-3-4,,0.79,,"10,26.00","10,4,12,448.00",,,0.01748282,,1,,"Near the 750 Metres, GOLDEN GUNNERS was awkwardly placed close to the heels of G-ONE BO BOG-ONE BO BO and HAMMER KING were sent for sampling",,,,,2.6,0.0,"4,10,34.00",70.39,S374,SJJ,,,"10,12.50","3,4,1",20160117,TURF ,MOJ,"[1.0, 1.0, 1.5, None, None, None]",GY,,,MOJ,"[24.64, 23.38, 22.37, None, None, None]",3,,"10,4,12,8,3,381.00",,,,,,"4,10,18.00",,"Counter({u'MA': 1, u'OSP': 1, u'CCW': 1, u'MKL': 1, u'CD': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'YPF': 1, u'FD': 1, u'SA': 1, u'SCS': 1})","4,8,10,12,268.00",[26.0],,,1200,69.6,2.6,1,"[24.48, 23.38, 22.53]",978.0
68.83,,,2,,,,,"1/10,459.00",Class 4,,,,"4,10,12,96.00",,2,ST,,1-2-3-4,,0.79,,"10,26.00","10,4,12,448.00",,,0.01748282,,1,,"Approaching the first turn, HAMMER KING, when being steadied in order to obtain cover, shifted in and bumped TREASURE AND GOLDA short distance later, RICHCITY FORTUNE was bumped and shifted out away from the heels of HAMMER KING which was bumped by TREASURE AND GOLD which in turn was taken out by C P POWERHAMMER KING had some difficulty obtaining clear running                        approaching and passing the 300 MetresTrainer K L Man stated he anticipated that C P POWER and HAMMER KING would obtain forward positions and that RICHCITY FORTUNE may also be ridden for speed in the early stages and as those horses were drawn more favourably than PLANET CHOICE, he believed it would be in the horse's best interests, from the outside barrier, to be ridden with more patience today in the hope that it would obtain a position with cover and then be able to finish off the raceG-ONE BO BO and HAMMER KING were sent for sampling",,,,,2.9,0.0,"4,10,34.00",70.61,V034,SJJ,,,"10,12.50","4,5,2",20160117,TURF ,MR,"[1.75, 1.5, 1.5, None, None, None]",GY,,,MOJ,"[24.76, 23.34, 22.51, None, None, None]",3,,"10,4,12,8,3,381.00",,,,,,"4,10,18.00",,"Counter({u'MA': 1, u'OSP': 1, u'CCW': 1, u'MKL': 1, u'CD': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'YPF': 1, u'FD': 1, u'SA': 1, u'SCS': 1})","4,8,10,12,268.00",[26.0],,,1200,69.6,2.6,2,"[24.48, 23.38, 22.53]",975.0
68.83,,,4,,,,,"1/10,459.00",Class 4,,,,"4,10,12,96.00",,3,ST,,1-2-3-4,,0.79,,"10,26.00","10,4,12,448.00",,,0.01748282,,1,,"GOLDEN GUNNERS and C P POWER bumped heavily at the startAfter the 1100 Metres, GOLDEN GUNNERS raced tight inside C P POWER which was taken in marginally by TREASURE AND GOLDNear the 750 Metres, GOLDEN GUNNERS was awkwardly placed close to the heels of G-ONE BO BO",,,,,14.0,0.0,"4,10,34.00",70.72,N330,SJJ,,,"10,12.50","5,7,3",20160117,TURF ,CYT,"[2.5, 2.5, 2.25, None, None, None]",GY,,,MOJ,"[24.88, 23.38, 22.46, None, None, None]",3,,"10,4,12,8,3,381.00",,,,,,"4,10,18.00",,"Counter({u'MA': 1, u'OSP': 1, u'CCW': 1, u'MKL': 1, u'CD': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'YPF': 1, u'FD': 1, u'SA': 1, u'SCS': 1})","4,8,10,12,268.00",[26.0],,,1200,69.6,2.6,3,"[24.48, 23.38, 22.53]",973.0
68.83,,,3,,,,,"1/10,459.00",Class 4,,,,"4,10,12,96.00",,4,ST,,1-2-3-4,,0.79,,"10,26.00","10,4,12,448.00",,,0.01748282,,1,,"As the start was effected, SUPERIOR BOY lifted its front feet off the ground and consequently began only fairlyAt the 400 Metres, JOLLY SPRING was checked when disappointed for running between STARRY STARLIES and SUPERIOR BOY which shifted outAs there was not sufficient room for JOLLY SPRING to improve between STARRY STARLIES and SUPERIOR BOY at this time, no further action was taken",,,,,7.6,0.0,"4,10,34.00",70.73,V102,SJJ,,,"10,12.50","9,9,4",20160117,TURF ,RN,"[3.75, 3.5, 2.25, None, None, None]",GY,,,MOJ,"[25.08, 23.34, 22.31, None, None, None]",3,,"10,4,12,8,3,381.00",,,,,,"4,10,18.00",,"Counter({u'MA': 1, u'OSP': 1, u'CCW': 1, u'MKL': 1, u'CD': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'YPF': 1, u'FD': 1, u'SA': 1, u'SCS': 1})","4,8,10,12,268.00",[26.0],,,1200,69.6,2.6,4,"[24.48, 23.38, 22.53]",973.0
68.83,,,9,,,,,"1/10,459.00",Class 4,,,,"4,10,12,96.00",,5,ST,,1-2-3-4,,0.79,,"10,26.00","10,4,12,448.00",,,0.01748282,,1,,"GOLDEN GUNNERS and C P POWER bumped heavily at the startAfter the 1100 Metres, GOLDEN GUNNERS raced tight inside C P POWER which was taken in marginally by TREASURE AND GOLDA short distance later, RICHCITY FORTUNE was bumped and shifted out away from the heels of HAMMER KING which was bumped by TREASURE AND GOLD which in turn was taken out by C P POWERTrainer K L Man stated he anticipated that C P POWER and HAMMER KING would obtain forward positions and that RICHCITY FORTUNE may also be ridden for speed in the early stages and as those horses were drawn more favourably than PLANET CHOICE, he believed it would be in the horse's best interests, from the outside barrier, to be ridden with more patience today in the hope that it would obtain a position with cover and then be able to finish off the race",,,,,23.0,0.0,"4,10,34.00",70.8,V037,SJJ,,,"10,12.50","1,1,5",20160117,TURF ,TEK,"[0.3, 0.3, 2.5, None, None, None]",GY,,,MOJ,"[24.48, 23.38, 22.94, None, None, None]",3,,"10,4,12,8,3,381.00",,,,,,"4,10,18.00",,"Counter({u'MA': 1, u'OSP': 1, u'CCW': 1, u'MKL': 1, u'CD': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'YPF': 1, u'FD': 1, u'SA': 1, u'SCS': 1})","4,8,10,12,268.00",[26.0],,,1200,69.6,2.6,5,"[24.48, 23.38, 22.53]",972.0
68.83,,,8,,,,,"1/10,459.00",Class 4,,,,"4,10,12,96.00",,6,ST,,1-2-3-4,,0.79,,"10,26.00","10,4,12,448.00",,,0.01748282,,1,,"At the 400 Metres, JOLLY SPRING was checked when disappointed for running between STARRY STARLIES and SUPERIOR BOY which shifted outAs there was not sufficient room for JOLLY SPRING to improve between STARRY STARLIES and SUPERIOR BOY at this time, no further action was takenApproaching the 100 Metres, JOLLY SPRING was steadied and shifted in away from the heels of TREASURE AND GOLD which shifted out when giving ground",,,,,21.0,0.0,"4,10,34.00",70.98,P395,SJJ,,,"10,12.50","12,11,6",20160117,TURF ,FRA,"[5.0, 4.25, 3.75, None, None, None]",GY,,,MOJ,"[25.28, 23.26, 22.44, None, None, None]",3,,"10,4,12,8,3,381.00",,,,,,"4,10,18.00",,"Counter({u'MA': 1, u'OSP': 1, u'CCW': 1, u'MKL': 1, u'CD': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'YPF': 1, u'FD': 1, u'SA': 1, u'SCS': 1})","4,8,10,12,268.00",[26.0],,,1200,69.6,2.6,6,"[24.48, 23.38, 22.53]",970.0
68.83,,,10,,,,,"1/10,459.00",Class 4,,,,"4,10,12,96.00",,7,ST,,1-2-3-4,,0.79,,"10,26.00","10,4,12,448.00",,,0.01748282,,1,,,,,,,44.0,0.0,"4,10,34.00",71.04,N208,SJJ,,,"10,12.50","8,6,7",20160117,TURF ,YML,"[3.25, 1.75, 4.0, None, None, None]",GY,,,MOJ,"[25.0, 23.14, 22.9, None, None, None]",3,,"10,4,12,8,3,381.00",,,,,,"4,10,18.00",,"Counter({u'MA': 1, u'OSP': 1, u'CCW': 1, u'MKL': 1, u'CD': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'YPF': 1, u'FD': 1, u'SA': 1, u'SCS': 1})","4,8,10,12,268.00",[26.0],,,1200,69.6,2.6,7,"[24.48, 23.38, 22.53]",969.0
68.83,,,11,,,,,"1/10,459.00",Class 4,,,,"4,10,12,96.00",,8,ST,,1-2-3-4,,0.79,,"10,26.00","10,4,12,448.00",,,0.01748282,,1,,"A short distance later, RICHCITY FORTUNE was bumped and shifted out away from the heels of HAMMER KING which was bumped by TREASURE AND GOLD which in turn was taken out by C P POWERPLANET CHOICE was shifted out away from the heels of RICHCITY FORTUNE in consequence and forced wideThroughout the race, RICHCITY FORTUNE travelled wide and without coverHe said in accordance with his instructions, although PLANET CHOICE began well, he steadied his mount shortly after the start in order to obtain a trailing position behind RICHCITY FORTUNE which was also being steadied to obtain coverHe said it took him some time to be able to steady PLANET CHOICE to obtain a position behind RICHCITY FORTUNE and before he was able to achieve this PLANET CHOICE was hampered and taken wider making the first turn near the 900 MetresTrainer K L Man stated he anticipated that C P POWER and HAMMER KING would obtain forward positions and that RICHCITY FORTUNE may also be ridden for speed in the early stages and as those horses were drawn more favourably than PLANET CHOICE, he believed it would be in the horse's best interests, from the outside barrier, to be ridden with more patience today in the hope that it would obtain a position with cover and then be able to finish off the race",,,,,83.0,0.0,"4,10,34.00",71.22,V088,SJJ,,,"10,12.50","6,3,8",20160117,TURF ,WD,"[2.75, 1.0, 5.25, None, None, None]",GY,,,MOJ,"[24.92, 23.1, 23.2, None, None, None]",3,,"10,4,12,8,3,381.00",,,,,,"4,10,18.00",,"Counter({u'MA': 1, u'OSP': 1, u'CCW': 1, u'MKL': 1, u'CD': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'YPF': 1, u'FD': 1, u'SA': 1, u'SCS': 1})","4,8,10,12,268.00",[26.0],,,1200,69.6,2.6,8,"[24.48, 23.38, 22.53]",966.0
68.83,,,8,,,,,"1/10,459.00",Class 4,,,,"4,10,12,96.00",,9,ST,,1-2-3-4,,0.79,,"10,26.00","10,4,12,448.00",,,0.01748282,,1,,"After the 1100 Metres, GOLDEN GUNNERS raced tight inside C P POWER which was taken in marginally by TREASURE AND GOLDApproaching the first turn, HAMMER KING, when being steadied in order to obtain cover, shifted in and bumped TREASURE AND GOLDA short distance later, RICHCITY FORTUNE was bumped and shifted out away from the heels of HAMMER KING which was bumped by TREASURE AND GOLD which in turn was taken out by C P POWERApproaching the 100 Metres, JOLLY SPRING was steadied and shifted in away from the heels of TREASURE AND GOLD which shifted out when giving ground",,,,,21.0,0.0,"4,10,34.00",71.23,V027,SJJ,,,"10,12.50","2,2,9",20160117,TURF ,SCC,"[0.3, 0.3, 5.25, None, None, None]",GY,,,MOJ,"[24.52, 23.38, 23.33, None, None, None]",3,,"10,4,12,8,3,381.00",,,,,,"4,10,18.00",,"Counter({u'MA': 1, u'OSP': 1, u'CCW': 1, u'MKL': 1, u'CD': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'YPF': 1, u'FD': 1, u'SA': 1, u'SCS': 1})","4,8,10,12,268.00",[26.0],,,1200,69.6,2.6,9,"[24.48, 23.38, 22.53]",966.0
68.83,,,5,,,,,"1/10,459.00",Class 4,,,,"4,10,12,96.00",,10,ST,,1-2-3-4,,0.79,,"10,26.00","10,4,12,448.00",,,0.01748282,,1,,MELLIFLUENT began awkwardly and lost ground,,,,,17.0,0.0,"4,10,34.00",71.28,S059,SJJ,,,"10,12.50","11,12,10",20160117,TURF ,DSS,"[4.75, 5.0, 5.5, None, None, None]",GY,,,MOJ,"[25.24, 23.42, 22.62, None, None, None]",3,,"10,4,12,8,3,381.00",,,,,,"4,10,18.00",,"Counter({u'MA': 1, u'OSP': 1, u'CCW': 1, u'MKL': 1, u'CD': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'YPF': 1, u'FD': 1, u'SA': 1, u'SCS': 1})","4,8,10,12,268.00",[26.0],,,1200,69.6,2.6,10,"[24.48, 23.38, 22.53]",966.0
68.83,,,12,,,,,"1/10,459.00",Class 4,,,,"4,10,12,96.00",,11,ST,,1-2-3-4,,0.79,,"10,26.00","10,4,12,448.00",,,0.01748282,,1,,"At the 400 Metres, JOLLY SPRING was checked when disappointed for running between STARRY STARLIES and SUPERIOR BOY which shifted outAs there was not sufficient room for JOLLY SPRING to improve between STARRY STARLIES and SUPERIOR BOY at this time, no further action was taken",,,,,99.0,0.0,"4,10,34.00",71.82,T429,SJJ,,,"10,12.50","7,8,11",20160117,TURF ,CAN,"[3.25, 3.5, 9.0, None, None, None]",GY,,,MOJ,"[25.0, 23.42, 23.4, None, None, None]",3,,"10,4,12,8,3,381.00",,,,,,"4,10,18.00",,"Counter({u'MA': 1, u'OSP': 1, u'CCW': 1, u'MKL': 1, u'CD': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'YPF': 1, u'FD': 1, u'SA': 1, u'SCS': 1})","4,8,10,12,268.00",[26.0],,,1200,69.6,2.6,11,"[24.48, 23.38, 22.53]",958.0
68.83,,,6,,,,,"1/10,459.00",Class 4,,,,"4,10,12,96.00",,12,ST,,1-2-3-4,,0.79,,"10,26.00","10,4,12,448.00",,,0.01748282,,1,,"PLANET CHOICE was shifted out away from the heels of RICHCITY FORTUNE in consequence and forced wideWhen questioned, G Mosse (PLANET CHOICE) stated that because the horse had drawn the outside barrier he had been asked to ride it in about a midfield position with cover if possibleHe said in accordance with his instructions, although PLANET CHOICE began well, he steadied his mount shortly after the start in order to obtain a trailing position behind RICHCITY FORTUNE which was also being steadied to obtain coverHe said it took him some time to be able to steady PLANET CHOICE to obtain a position behind RICHCITY FORTUNE and before he was able to achieve this PLANET CHOICE was hampered and taken wider making the first turn near the 900 MetresHe added because the race was then not run at a good tempo, PLANET CHOICE proved difficult to settle in the middle stages and was left racing wideTrainer K L Man stated he anticipated that C P POWER and HAMMER KING would obtain forward positions and that RICHCITY FORTUNE may also be ridden for speed in the early stages and as those horses were drawn more favourably than PLANET CHOICE, he believed it would be in the horse's best interests, from the outside barrier, to be ridden with more patience today in the hope that it would obtain a position with cover and then be able to finish off the raceHe said although PLANET CHOICE had finished second over the 1200 Metres previously, he believed that were the horse to be ridden for speed today, it would then not be able to close off the raceA veterinary inspection of PLANET CHOICE immediately following the race including an endoscopic examination showed a substantial amount of blood in the horse's tracheaBefore being allowed to race again, PLANET CHOICE will be subjected to an official veterinary examination",,,,,19.0,0.0,"4,10,34.00",72.0,S444,SJJ,,,"10,12.50","10,10,12",20160117,TURF ,MG,"[4.0, 4.0, 10.0, None, None, None]",GY,,,MOJ,"[25.12, 23.38, 23.5, None, None, None]",3,,"10,4,12,8,3,381.00",,,,,,"4,10,18.00",,"Counter({u'MA': 1, u'OSP': 1, u'CCW': 1, u'MKL': 1, u'CD': 1, u'SJJ': 1, u'JM': 1, u'YCH': 1, u'YPF': 1, u'FD': 1, u'SA': 1, u'SCS': 1})","4,8,10,12,268.00",[26.0],,,1200,69.6,2.6,12,"[24.48, 23.38, 22.53]",956.0
94.2,,,2,,,,,,Class 4,,,,"1,2,10,479.00",,1,ST,,1-2-3-4,,0.94,,"10,27.50","10,1,2,1,831.00",,,0.017945100000000002,,2,"10/5,10,74.50","HOUSE OF LUCK began only fairly and then shortly after the start was bumped by HARBOUR VICTORY which shifted outAfter this, despite being ridden along, HOUSE OF LUCK was slow to muster speedHOUSE OF LUCK and EASY HEDGE were sent for sampling",,,,"4,10,12/1,2>5,10,7,718.00",2.7,0.0,"1,10,81.00",96.39,S127,LKW,,,"10,13.50","6,6,5,1",20160117,TURF ,MOJ,"[2.5, 4.25, 3.0, 1.75, None, None]",GY,,,MOJ,"[25.24, 23.99, 24.7, 22.46, None, None]",4,,"10,1,2,12,29,248.00",,,,,,"1,10,34.50",,"Counter({u'LAL': 1, u'SWY': 1, u'GR': 1, u'OSP': 1, u'CCW': 1, u'HAD': 1, u'CD': 1, u'SJJ': 1, u'YCH': 1, u'YPF': 1, u'LKW': 1, u'SA': 1, u'WS': 1, u'TYS': 1})","1,2,10,12,2,956.00",,,,1600,95.45,,1,"[24.84, 23.71, 24.9, 22.94]",977.0
94.2,,,4,,,,,,Class 4,,,,"1,2,10,479.00",,2,ST,,1-2-3-4,,0.94,,"10,27.50","10,1,2,1,831.00",,,0.017945100000000002,,2,"10/5,10,74.50",HOUSE OF LUCK and EASY HEDGE were sent for sampling,,,,"4,10,12/1,2>5,10,7,718.00",5.2,0.0,"1,10,81.00",96.67,T409,LKW,,,"10,13.50","3,3,3,2",20160117,TURF ,RN,"[1.25, 3.0, 1.75, 1.75, None, None]",GY,,,MOJ,"[25.04, 23.99, 24.7, 22.94, None, None]",4,,"10,1,2,12,29,248.00",,,,,,"1,10,34.50",,"Counter({u'LAL': 1, u'SWY': 1, u'GR': 1, u'OSP': 1, u'CCW': 1, u'HAD': 1, u'CD': 1, u'SJJ': 1, u'YCH': 1, u'YPF': 1, u'LKW': 1, u'SA': 1, u'WS': 1, u'TYS': 1})","1,2,10,12,2,956.00",,,,1600,95.45,,2,"[24.84, 23.71, 24.9, 22.94]",974.0
94.2,,,8,,,,,,Class 4,,,,"1,2,10,479.00",,3,ST,,1-2-3-4,,0.94,,"10,27.50","10,1,2,1,831.00",,,0.017945100000000002,,2,"10/5,10,74.50","After being loaded, OUR GENERATION became fractious and rearedHIT A HOME RUN, which was in the stall outside that occupied by OUR GENERATION, reared and got down behindOUR GENERATION and UNIQUE HAPPIEST, which were drawn either side of HIT A HOME RUN, were removed from the barriers to allow for HIT A HOME RUN to be freedOUR GENERATION, which had reared up, was examined by the Veterinary Officer and passed suitable to raceBefore being allowed to race again, OUR GENERATION will be required to perform satisfactorily in a barrier trial whilst HIT A HOME RUN will be required to perform satisfactorily in a barrier trial and be subjected to an official veterinary examination",,,,"4,10,12/1,2>5,10,7,718.00",18.0,0.0,"1,10,81.00",97.01,S248,LKW,,,"10,13.50","8,8,7,3",20160117,TURF ,CAN,"[3.5, 5.25, 4.25, 3.75, None, None]",GY,,,MOJ,"[25.4, 23.99, 24.74, 22.88, None, None]",4,,"10,1,2,12,29,248.00",,,,,,"1,10,34.50",,"Counter({u'LAL': 1, u'SWY': 1, u'GR': 1, u'OSP': 1, u'CCW': 1, u'HAD': 1, u'CD': 1, u'SJJ': 1, u'YCH': 1, u'YPF': 1, u'LKW': 1, u'SA': 1, u'WS': 1, u'TYS': 1})","1,2,10,12,2,956.00",,,,1600,95.45,,3,"[24.84, 23.71, 24.9, 22.94]",971.0
94.2,,,11,,,,,,Class 4,,,,"1,2,10,479.00",,4,ST,,1-2-3-4,,0.94,,"10,27.50","10,1,2,1,831.00",,,0.017945100000000002,,2,"10/5,10,74.50",,,,,"4,10,12/1,2>5,10,7,718.00",40.0,0.0,"1,10,81.00",97.05,S320,LKW,,,"10,13.50","11,11,9,4",20160117,TURF ,FRA,"[5.25, 7.25, 5.75, 4.25, None, None]",GY,,,MOJ,"[25.68, 24.03, 24.66, 22.68, None, None]",4,,"10,1,2,12,29,248.00",,,,,,"1,10,34.50",,"Counter({u'LAL': 1, u'SWY': 1, u'GR': 1, u'OSP': 1, u'CCW': 1, u'HAD': 1, u'CD': 1, u'SJJ': 1, u'YCH': 1, u'YPF': 1, u'LKW': 1, u'SA': 1, u'WS': 1, u'TYS': 1})","1,2,10,12,2,956.00",,,,1600,95.45,,4,"[24.84, 23.71, 24.9, 22.94]",971.0
94.2,,,7,,,,,,Class 4,,,,"1,2,10,479.00",,5,ST,,1-2-3-4,,0.94,,"10,27.50","10,1,2,1,831.00",,,0.017945100000000002,,2,"10/5,10,74.50",A veterinary inspection of SNOW SLIDER immediately following the race including an endoscopic examination showed a substantial amount of mucus in the horse's trachea,,,,"4,10,12/1,2>5,10,7,718.00",17.0,0.0,"1,10,81.00",97.13,P438,LKW,,,"10,13.50","2,2,1,5",20160117,TURF ,LHW,"[0.1, 1.75, 0.5, 4.75, None, None]",GY,,,MOJ,"[24.84, 23.99, 24.62, 23.68, None, None]",4,,"10,1,2,12,29,248.00",,,,,,"1,10,34.50",,"Counter({u'LAL': 1, u'SWY': 1, u'GR': 1, u'OSP': 1, u'CCW': 1, u'HAD': 1, u'CD': 1, u'SJJ': 1, u'YCH': 1, u'YPF': 1, u'LKW': 1, u'SA': 1, u'WS': 1, u'TYS': 1})","1,2,10,12,2,956.00",,,,1600,95.45,,5,"[24.84, 23.71, 24.9, 22.94]",970.0
94.2,,,14,,,,,,Class 4,,,,"1,2,10,479.00",,6,ST,,1-2-3-4,,0.94,,"10,27.50","10,1,2,1,831.00",,,0.017945100000000002,,2,"10/5,10,74.50","HO LEE HORSE and its rider K Teetan then became further unbalanced shortly after the start when bumped by LIGHTNING AND GOLD which was taken out by WILLIE WAY which began awkwardlyNear the 250 Metres, SUPER MAN was momentarily crowded for room between WILLIE WAY and UNIQUE HAPPIEST, both of which shifted ground",,,,"4,10,12/1,2>5,10,7,718.00",99.0,0.0,"1,10,81.00",97.14,T281,LKW,,,"10,13.50","10,10,11,6",20160117,TURF ,HCY,"[4.75, 6.5, 6.0, 4.75, None, None]",GY,,,MOJ,"[25.6, 23.99, 24.82, 22.73, None, None]",4,,"10,1,2,12,29,248.00",,,,,,"1,10,34.50",,"Counter({u'LAL': 1, u'SWY': 1, u'GR': 1, u'OSP': 1, u'CCW': 1, u'HAD': 1, u'CD': 1, u'SJJ': 1, u'YCH': 1, u'YPF': 1, u'LKW': 1, u'SA': 1, u'WS': 1, u'TYS': 1})","1,2,10,12,2,956.00",,,,1600,95.45,,6,"[24.84, 23.71, 24.9, 22.94]",970.0
94.2,,,10,,,,,,Class 4,,,,"1,2,10,479.00",,7,ST,,1-2-3-4,,0.94,,"10,27.50","10,1,2,1,831.00",,,0.017945100000000002,,2,"10/5,10,74.50",HO LEE HORSE and its rider K Teetan then became further unbalanced shortly after the start when bumped by LIGHTNING AND GOLD which was taken out by WILLIE WAY which began awkwardly,,,,"4,10,12/1,2>5,10,7,718.00",31.0,0.0,"1,10,81.00",97.18,P354,LKW,,,"10,13.50","12,12,12,7",20160117,TURF ,NGA,"[7.0, 8.0, 6.0, 5.0, None, None]",GY,,,MOJ,"[25.96, 23.87, 24.58, 22.77, None, None]",4,,"10,1,2,12,29,248.00",,,,,,"1,10,34.50",,"Counter({u'LAL': 1, u'SWY': 1, u'GR': 1, u'OSP': 1, u'CCW': 1, u'HAD': 1, u'CD': 1, u'SJJ': 1, u'YCH': 1, u'YPF': 1, u'LKW': 1, u'SA': 1, u'WS': 1, u'TYS': 1})","1,2,10,12,2,956.00",,,,1600,95.45,,7,"[24.84, 23.71, 24.9, 22.94]",969.0
94.2,,,12,,,,,,Class 4,,,,"1,2,10,479.00",,8,ST,,1-2-3-4,,0.94,,"10,27.50","10,1,2,1,831.00",,,0.017945100000000002,,2,"10/5,10,74.50",HOUSE OF LUCK began only fairly and then shortly after the start was bumped by HARBOUR VICTORY which shifted out,,,,"4,10,12/1,2>5,10,7,718.00",80.0,0.0,"1,10,81.00",97.48,T016,LKW,,,"10,13.50","4,4,4,8",20160117,TURF ,SCC,"[1.5, 3.25, 3.0, 6.75, None, None]",GY,,,MOJ,"[25.08, 23.99, 24.86, 23.55, None, None]",4,,"10,1,2,12,29,248.00",,,,,,"1,10,34.50",,"Counter({u'LAL': 1, u'SWY': 1, u'GR': 1, u'OSP': 1, u'CCW': 1, u'HAD': 1, u'CD': 1, u'SJJ': 1, u'YCH': 1, u'YPF': 1, u'LKW': 1, u'SA': 1, u'WS': 1, u'TYS': 1})","1,2,10,12,2,956.00",,,,1600,95.45,,8,"[24.84, 23.71, 24.9, 22.94]",966.0
94.2,,,3,,,,,,Class 4,,,,"1,2,10,479.00",,9,ST,,1-2-3-4,,0.94,,"10,27.50","10,1,2,1,831.00",,,0.017945100000000002,,2,"10/5,10,74.50","OUR GENERATION and UNIQUE HAPPIEST, which were drawn either side of HIT A HOME RUN, were removed from the barriers to allow for HIT A HOME RUN to be freedNear the 250 Metres, SUPER MAN was momentarily crowded for room between WILLIE WAY and UNIQUE HAPPIEST, both of which shifted groundThroughout the race, UNIQUE HAPPIEST (R Moore) travelled wide and without cover and in the Straight gave groundAfter the race, R Moore stated that when HIT A HOME RUN got down in the stall inside UNIQUE HAPPIEST, his mount became stirred up and very fractiousHe said whilst UNIQUE HAPPIEST suffered no physical problem and appropriately was suitable to race, he did feel that the incident may have had an effect on the manner in which the horse performed after being required to travel wide and without cover from the outside barrierA veterinary inspection of UNIQUE HAPPIEST immediately following the race did not show any significant findings",,,,"4,10,12/1,2>5,10,7,718.00",3.8,0.0,"1,10,81.00",97.67,S245,LKW,,,"10,13.50","5,5,6,9",20160117,TURF ,MR,"[2.5, 3.75, 3.75, 8.0, None, None]",GY,,,MOJ,"[25.24, 23.91, 24.9, 23.62, None, None]",4,,"10,1,2,12,29,248.00",,,,,,"1,10,34.50",,"Counter({u'LAL': 1, u'SWY': 1, u'GR': 1, u'OSP': 1, u'CCW': 1, u'HAD': 1, u'CD': 1, u'SJJ': 1, u'YCH': 1, u'YPF': 1, u'LKW': 1, u'SA': 1, u'WS': 1, u'TYS': 1})","1,2,10,12,2,956.00",,,,1600,95.45,,9,"[24.84, 23.71, 24.9, 22.94]",964.0
